报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
营业总收入(万元),119932453,105410650,95976549,88057713,80002875,68104799,57151584,48283664,37041753,26037964,20209680,16830581,13320597,10460868,
营业收入(万元),119932453,105410650,95976549,88057713,80002875,68104799,57151584,48283664,37041753,26037964,20209680,16830581,13320597,10460868,
利息收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
营业总成本(万元),113332949,99859305,91549064,83473923,75991409,64824450,54533131,45945383,35315809,24781282,19565622,15951419,12967602,10200948,
营业成本(万元),105670959,94353912,86278833,77103877,69936400,60021984,50183539,42470384,32564985,22873806,17919802,14718497,11941873,9386566,
利息支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
研发费用(万元),762095,--,--,--,--,--,--,--,--,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
营业税金及附加(万元),1619500,1406833,1829718,3196164,3089183,2473940,2205695,1895979,1512286,1004923,769753,636390,435592,303813,
销售费用(万元),364989,348782,320761,237031,209883,166243,129867,92026,93215,74800,83109,60048,40591,29845,
管理费用(万元),2335189,2050877,1771753,1718633,1560577,1454921,1340226,1113794,919458,684176,612006,371582,440318,391022,
财务费用(万元),1533628,993951,811444,842587,742940,540720,412544,290153,95420,82920,139994,120450,82072,62629,
资产减值损失(万元),1046590,704949,536555,375631,452426,166643,261260,83047,130446,60657,40958,44453,27156,27073,
公允价值变动收益(万元),-36834,-46149,74646,-60758,-22212,3250,20098,-21757,-2507,-7219,-5909,-5435,15713,3059,
投资收益(万元),564631,441092,613748,185514,232102,537384,299570,199239,155570,21372,32324,70144,108484,21369,
对联营企业和合营企业的投资收益(万元),419137,186522,142400,155862,150695,359771,271325,141420,60970,17453,15561,46192,52108,16011,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
营业利润(万元),7166530,5969773,5115879,4708547,4221356,3820983,2938121,2515764,1879008,1270834,670473,943871,477191,284347,
营业外收入(万元),60918,105016,122586,86470,127241,87524,95079,93046,137122,28956,27000,34765,19747,16825,
营业外支出(万元),48569,34827,27186,25339,14987,28647,17106,19592,52091,11377,11323,13062,17335,8687,
非流动资产处置损失(万元),--,--,-5212,2716,4430,2975,2267,16196,3947,5698,3555,4546,10239,2816,
利润总额(万元),7178879,6039961,5211279,4769679,4333610,3879860,3016093,2589217,1964039,1288414,686150,965573,479602,292484,
所得税费用(万元),1643859,1375059,1094055,1175398,1015929,946514,738424,665363,492518,380902,222229,259049,120672,55167,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
净利润(万元),5535020,4664902,4117224,3594281,3317681,2933347,2277670,1923854,1471521,907512,463921,706524,358931,237317,
归属于母公司所有者的净利润(万元),3824132,3294180,2987010,2606190,2256997,2039851,1573524,1353697,923729,572980,274548,491697,241152,139544,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,-679,215,1657,0,0,96,2377,0,
少数股东损益(万元),1710888,1370722,1130214,988091,1060685,893495,704146,570157,547792,334532,189373,214827,117779,97773,
基本每股收益,0.87,1.07,0.96,0.84,0.75,0.68,0.52,0.45,0.31,0.25,0.15,0.29,0.14,0.08,
稀释每股收益,0.85,1.05,0.94,0.83,0.75,0.67,0.52,0.45,0.31,0.25,0.15,0.29,0.14,0.08,
